Account: 111222333
Date Range: 01/01/2025 - 12/31/2025

Account Trade History
Date,Description,Qty,Amount,Commission,Misc,Balance
07/30/2025,SELL -6 SHORT PUT AMZN 100 08/27/2025 120 PUT @4.36,-6,2616.00,-3.90,-0.10,27979.85
07/31/2025,SELL -3 SHORT PUT TSLA 100 09/11/2025 120 PUT @2.36,-3,708.00,-1.95,-0.10,28685.80
08/02/2025,SELL -14 VERTICAL AMZN 100 08/12/2025 150/145 PUT @4.24,-14,5936.00,-18.20,-0.10,34603.50
08/02/2025,SELL -14 IRON CONDOR GOOGL 100 08/30/2025 100/105/90/85 CALL/PUT @1.72,-14,2408.00,-36.40,-0.10,36975.00
08/03/2025,SELL -9 VERTICAL GOOGL 100 08/30/2025 150/145 PUT @2.57,-9,2313.00,-11.70,-0.10,39276.20
08/04/2025,BOT +12 COVERED CALL QQQ 100 08/17/2025 500 CALL @2.62,12,-3144.00,-7.80,-0.10,36124.30
08/05/2025,BOT +6 IRON CONDOR TSLA 100 09/12/2025 100/105/90/85 CALL/PUT @0.74,6,-444.00,-15.60,-0.10,35664.60
08/05/2025,SELL -2 IRON CONDOR GOOGL 100 09/13/2025 100/105/90/85 CALL/PUT @4.41,-2,1338.58,-5.20,-0.10,36997.88
08/06/2025,BOT +18 VERTICAL NVDA 100 09/12/2025 200/210 CALL @2.55,18,-4590.00,-23.40,-0.10,32384.38
08/07/2025,BOT +4 COVERED CALL META 100 08/20/2025 500 CALL @1.17,4,-468.00,-2.60,-0.10,31913.68
08/07/2025,SELL -20 COVERED CALL GOOGL 100 09/04/2025 500 CALL @2.34,-20,4680.00,-13.00,-0.10,36580.58
08/07/2025,SELL -3 VERTICAL NVDA 100 09/19/2025 150/145 PUT @3.12,-3,936.00,-3.90,-0.10,37512.58
08/08/2025,BOT +16 VERTICAL GOOGL 100 08/30/2025 200/210 CALL @1.16,16,-3541.59,-20.80,-0.10,33950.09
08/08/2025,BOT +16 VERTICAL AMZN 100 08/23/2025 150/145 PUT @4.34,16,-13314.98,-20.80,-0.10,20614.21
08/09/2025,BOT +18 SHORT PUT SPY 100 09/18/2025 120 PUT @2.72,18,-12059.54,-11.70,-0.10,8542.87
08/09/2025,BOT +9 VERTICAL TSLA 100 09/13/2025 200/210 CALL @4.78,9,-6266.48,-11.70,-0.10,2264.59
08/10/2025,BOT +9 IRON CONDOR AMZN 100 09/03/2025 100/105/90/85 CALL/PUT @4.84,9,-3514.52,-23.40,-0.10,-1273.43
08/10/2025,BOT +15 COVERED CALL QQQ 100 09/19/2025 500 CALL @4.32,15,-11188.90,-9.75,-0.10,-12472.18
08/12/2025,SELL -1 SHORT PUT TSLA 100 09/01/2025 120 PUT @2.22,-1,346.70,-0.65,-0.10,-12126.23
08/12/2025,BOT +13 SHORT PUT MSFT 100 09/26/2025 120 PUT @3.64,13,-4732.00,-8.45,-0.10,-16866.78
08/14/2025,BOT +17 VERTICAL MSFT 100 09/16/2025 150/145 PUT @3.71,17,-6307.00,-22.10,-0.10,-23195.98
08/15/2025,SELL -16 IRON CONDOR GOOGL 100 09/11/2025 100/105/90/85 CALL/PUT @4.70,-16,15911.13,-41.60,-0.10,-7326.55
08/16/2025,SELL -14 COVERED CALL GOOGL 100 09/28/2025 500 CALL @2.44,-14,3416.00,-9.10,-0.10,-3919.75
08/16/2025,SELL -18 IRON CONDOR AMZN 100 08/30/2025 100/105/90/85 CALL/PUT @2.89,-18,5202.00,-46.80,-0.10,1235.35
08/18/2025,BOT +8 VERTICAL TSLA 100 09/01/2025 200/210 CALL @0.64,8,-67.24,-10.40,-0.10,1157.61
08/18/2025,SELL -14 IRON CONDOR AMZN 100 09/22/2025 100/105/90/85 CALL/PUT @4.53,-14,6342.00,-36.40,-0.10,7463.11
08/19/2025,SELL -16 SHORT PUT META 100 10/03/2025 120 PUT @2.43,-16,7640.76,-10.40,-0.10,15093.37
08/20/2025,SELL -18 IRON CONDOR QQQ 100 10/04/2025 100/105/90/85 CALL/PUT @2.14,-18,3852.00,-46.80,-0.10,18898.47
08/20/2025,SELL -17 COVERED CALL MSFT 100 09/25/2025 500 CALL @0.62,-17,1054.00,-11.05,-0.10,19941.32
08/22/2025,BOT +13 IRON CONDOR AAPL 100 09/03/2025 100/105/90/85 CALL/PUT @3.67,13,-8626.75,-33.80,-0.10,11280.67
08/24/2025,SELL -10 VERTICAL NVDA 100 09/01/2025 200/210 CALL @1.22,-10,2592.53,-13.00,-0.10,13860.10
08/24/2025,SELL -11 VERTICAL AAPL 100 09/26/2025 150/145 PUT @1.93,-11,2123.00,-14.30,-0.10,15968.70
08/25/2025,SELL -13 IRON CONDOR TSLA 100 09/11/2025 100/105/90/85 CALL/PUT @1.67,-13,2777.37,-33.80,-0.10,18712.17
08/25/2025,BOT +3 IRON CONDOR META 100 09/07/2025 100/105/90/85 CALL/PUT @3.00,3,-845.19,-7.80,-0.10,17859.08
08/26/2025,BOT +8 VERTICAL AAPL 100 09/12/2025 150/145 PUT @2.00,8,-1600.00,-10.40,-0.10,16248.58
08/27/2025,BOT +17 SHORT PUT TSLA 100 10/10/2025 120 PUT @4.72,17,-8024.00,-11.05,-0.10,8213.43
08/29/2025,SELL -12 VERTICAL AMZN 100 09/10/2025 200/210 CALL @4.20,-12,5040.00,-15.60,-0.10,13237.73
08/31/2025,BOT +11 SHORT PUT SPY 100 10/07/2025 120 PUT @4.22,11,-4642.00,-7.15,-0.10,8588.48
09/01/2025,BOT +20 SHORT PUT NVDA 100 09/28/2025 120 PUT @4.69,20,-22340.98,-13.00,-0.10,-13765.60
09/02/2025,BOT +13 VERTICAL AMZN 100 09/18/2025 200/210 CALL @3.51,13,-3913.95,-16.90,-0.10,-17696.55
09/03/2025,BOT +5 VERTICAL NVDA 100 09/25/2025 200/210 CALL @2.88,5,-875.64,-6.50,-0.10,-18578.79
09/04/2025,BOT +1 COVERED CALL META 100 09/13/2025 500 CALL @2.92,1,-292.00,-0.65,-0.10,-18871.54
09/05/2025,BOT +2 IRON CONDOR AMZN 100 09/20/2025 100/105/90/85 CALL/PUT @1.06,2,-212.00,-5.20,-0.10,-19088.84
09/06/2025,SELL -15 COVERED CALL GOOGL 100 10/19/2025 500 CALL @4.53,-15,7961.47,-9.75,-0.10,-11137.22
09/07/2025,BOT +9 SHORT PUT META 100 10/21/2025 120 PUT @3.77,9,-2047.46,-5.85,-0.10,-13190.63
09/07/2025,BOT +17 SHORT PUT QQQ 100 10/14/2025 120 PUT @4.54,17,-8976.17,-11.05,-0.10,-22177.95
09/08/2025,BOT +18 COVERED CALL AAPL 100 10/20/2025 500 CALL @2.67,18,-7333.53,-11.70,-0.10,-29523.28
09/09/2025,SELL -15 IRON CONDOR MSFT 100 10/13/2025 100/105/90/85 CALL/PUT @2.77,-15,9588.47,-39.00,-0.10,-19973.91
09/10/2025,SELL -12 IRON CONDOR NVDA 100 10/06/2025 100/105/90/85 CALL/PUT @1.64,-12,1968.00,-31.20,-0.10,-18037.21
09/12/2025,SELL -4 IRON CONDOR NVDA 100 10/23/2025 100/105/90/85 CALL/PUT @2.15,-4,860.00,-10.40,-0.10,-17187.71
09/13/2025,BOT +15 COVERED CALL SPY 100 10/13/2025 500 CALL @1.38,15,-717.83,-9.75,-0.10,-17915.39
09/13/2025,BOT +18 COVERED CALL AAPL 100 10/21/2025 500 CALL @2.06,18,-4928.36,-11.70,-0.10,-22855.55
09/13/2025,BOT +10 SHORT PUT META 100 09/20/2025 120 PUT @2.86,10,-2482.82,-6.50,-0.10,-25344.97
09/14/2025,SELL -8 VERTICAL TSLA 100 10/20/2025 200/210 CALL @2.15,-8,1720.00,-10.40,-0.10,-23635.47
09/15/2025,BOT +11 VERTICAL META 100 10/20/2025 150/145 PUT @1.32,11,-306.44,-14.30,-0.10,-23956.31
09/15/2025,BOT +16 SHORT PUT AMZN 100 10/27/2025 120 PUT @3.77,16,-6032.00,-10.40,-0.10,-29998.81
09/16/2025,SELL -6 VERTICAL TSLA 100 10/27/2025 150/145 PUT @3.45,-6,2070.00,-7.80,-0.10,-27936.71
09/17/2025,SELL -3 SHORT PUT AAPL 100 09/25/2025 120 PUT @1.48,-3,444.00,-1.95,-0.10,-27494.76
09/18/2025,SELL -8 SHORT PUT GOOGL 100 10/21/2025 120 PUT @3.95,-8,3160.00,-5.20,-0.10,-24340.06
09/20/2025,BOT +11 VERTICAL MSFT 100 10/18/2025 200/210 CALL @2.62,11,-2882.00,-14.30,-0.10,-27236.46
09/20/2025,SELL -18 VERTICAL NVDA 100 10/31/2025 150/145 PUT @1.59,-18,2862.00,-23.40,-0.10,-24397.96
09/21/2025,BOT +19 SHORT PUT AMZN 100 09/28/2025 120 PUT @1.99,19,-3781.00,-12.35,-0.10,-28191.41
09/21/2025,SELL -4 COVERED CALL AMZN 100 10/14/2025 500 CALL @0.96,-4,888.85,-2.60,-0.10,-27305.26
09/21/2025,SELL -20 SHORT PUT QQQ 100 10/18/2025 120 PUT @2.34,-20,488.30,-13.00,-0.10,-26830.06
09/23/2025,SELL -10 COVERED CALL TSLA 100 10/27/2025 500 CALL @1.57,-10,1570.00,-6.50,-0.10,-25266.66
09/24/2025,BOT +4 IRON CONDOR QQQ 100 10/23/2025 100/105/90/85 CALL/PUT @2.30,4,-920.00,-10.40,-0.10,-26197.16
09/26/2025,BOT +15 COVERED CALL MSFT 100 10/29/2025 500 CALL @2.82,15,-1790.48,-9.75,-0.10,-27997.49
09/26/2025,SELL -9 COVERED CALL AAPL 100 11/01/2025 500 CALL @1.04,-9,1745.79,-5.85,-0.10,-26257.65
09/26/2025,BOT +1 COVERED CALL AAPL 100 10/04/2025 500 CALL @0.90,1,-182.20,-0.65,-0.10,-26440.60
09/26/2025,SELL -1 VERTICAL SPY 100 10/05/2025 200/210 CALL @3.54,-1,354.00,-1.30,-0.10,-26088.00
09/28/2025,SELL -6 SHORT PUT AMZN 100 10/21/2025 120 PUT @1.07,-6,642.00,-3.90,-0.10,-25450.00
09/28/2025,BOT +9 SHORT PUT MSFT 100 10/09/2025 120 PUT @1.80,9,-3339.05,-5.85,-0.10,-28795.00
09/29/2025,BOT +13 IRON CONDOR AAPL 100 10/08/2025 100/105/90/85 CALL/PUT @2.25,13,-6070.05,-33.80,-0.10,-34898.95
09/30/2025,SELL -14 IRON CONDOR NVDA 100 10/31/2025 100/105/90/85 CALL/PUT @3.31,-14,4634.00,-36.40,-0.10,-30301.45
10/01/2025,BOT +15 VERTICAL GOOGL 100 11/06/2025 200/210 CALL @1.45,15,-2175.00,-19.50,-0.10,-32496.05
10/01/2025,SELL -2 IRON CONDOR AMZN 100 11/01/2025 100/105/90/85 CALL/PUT @1.12,-2,30.43,-5.20,-0.10,-32470.92
10/02/2025,SELL -6 SHORT PUT AMZN 100 10/09/2025 120 PUT @0.95,-6,472.19,-3.90,-0.10,-32002.73
10/03/2025,SELL -20 SHORT PUT AMZN 100 10/12/2025 120 PUT @3.18,-20,6360.00,-13.00,-0.10,-25655.83
10/03/2025,BOT +1 COVERED CALL AAPL 100 10/12/2025 500 CALL @3.00,1,-71.66,-0.65,-0.10,-25728.24
10/04/2025,BOT +9 COVERED CALL META 100 10/24/2025 500 CALL @1.52,9,-872.21,-5.85,-0.10,-26606.40
10/06/2025,SELL -10 IRON CONDOR SPY 100 11/19/2025 100/105/90/85 CALL/PUT @0.84,-10,840.00,-26.00,-0.10,-25792.50
10/06/2025,SELL -2 IRON CONDOR TSLA 100 11/19/2025 100/105/90/85 CALL/PUT @3.25,-2,1272.46,-5.20,-0.10,-24525.34
10/07/2025,SELL -15 COVERED CALL SPY 100 11/05/2025 500 CALL @4.33,-15,6495.00,-9.75,-0.10,-18040.19
10/09/2025,SELL -2 IRON CONDOR TSLA 100 10/28/2025 100/105/90/85 CALL/PUT @2.74,-2,529.41,-5.20,-0.10,-17516.08
10/09/2025,SELL -12 SHORT PUT TSLA 100 11/13/2025 120 PUT @3.19,-12,2535.97,-7.80,-0.10,-14988.01
10/10/2025,SELL -1 VERTICAL SPY 100 11/08/2025 200/210 CALL @2.41,-1,241.00,-1.30,-0.10,-14748.41
10/12/2025,SELL -16 SHORT PUT AMZN 100 11/23/2025 120 PUT @3.16,-16,5056.00,-10.40,-0.10,-9702.91
10/13/2025,SELL -1 COVERED CALL NVDA 100 11/11/2025 500 CALL @4.24,-1,424.00,-0.65,-0.10,-9279.66
10/13/2025,SELL -10 SHORT PUT NVDA 100 11/17/2025 120 PUT @1.01,-10,1010.00,-6.50,-0.10,-8276.26
10/15/2025,SELL -17 COVERED CALL META 100 11/17/2025 500 CALL @0.87,-17,1479.00,-11.05,-0.10,-6808.41
10/15/2025,BOT +9 SHORT PUT SPY 100 11/10/2025 120 PUT @0.69,9,-621.00,-5.85,-0.10,-7435.36
10/16/2025,BOT +17 COVERED CALL AMZN 100 11/22/2025 500 CALL @3.09,17,-6997.29,-11.05,-0.10,-14443.80
10/16/2025,BOT +1 VERTICAL AMZN 100 10/23/2025 150/145 PUT @2.58,1,-258.00,-1.30,-0.10,-14703.20
10/17/2025,SELL -2 IRON CONDOR AMZN 100 10/24/2025 100/105/90/85 CALL/PUT @2.88,-2,576.00,-5.20,-0.10,-14132.50
10/19/2025,BOT +13 IRON CONDOR META 100 11/29/2025 100/105/90/85 CALL/PUT @1.19,13,-577.71,-33.80,-0.10,-14744.11
10/20/2025,SELL -15 VERTICAL TSLA 100 12/01/2025 150/145 PUT @2.63,-15,3945.00,-19.50,-0.10,-10818.71
10/20/2025,BOT +12 IRON CONDOR MSFT 100 11/29/2025 100/105/90/85 CALL/PUT @1.96,12,-4677.54,-31.20,-0.10,-15527.55
10/21/2025,BOT +13 SHORT PUT AAPL 100 11/09/2025 120 PUT @2.20,13,-6595.96,-8.45,-0.10,-22132.06
10/22/2025,SELL -13 VERTICAL QQQ 100 12/03/2025 150/145 PUT @2.06,-13,2678.00,-16.90,-0.10,-19471.06
10/23/2025,BOT +11 VERTICAL NVDA 100 11/06/2025 150/145 PUT @4.25,11,-8031.27,-14.30,-0.10,-27516.73
10/23/2025,BOT +10 SHORT PUT QQQ 100 12/05/2025 120 PUT @1.71,10,-1621.99,-6.50,-0.10,-29145.32
10/24/2025,SELL -5 COVERED CALL AMZN 100 11/12/2025 500 CALL @0.98,-5,490.00,-3.25,-0.10,-28658.67
10/25/2025,SELL -10 IRON CONDOR MSFT 100 11/28/2025 100/105/90/85 CALL/PUT @3.30,-10,3300.00,-26.00,-0.10,-25384.77
10/25/2025,BOT +6 IRON CONDOR MSFT 100 12/03/2025 100/105/90/85 CALL/PUT @3.01,6,-1072.58,-15.60,-0.10,-26473.05
10/27/2025,SELL -1 IRON CONDOR AAPL 100 11/23/2025 100/105/90/85 CALL/PUT @3.95,-1,395.00,-2.60,-0.10,-26080.75
10/28/2025,BOT +1 SHORT PUT NVDA 100 11/17/2025 120 PUT @4.74,1,-632.78,-0.65,-0.10,-26714.28
10/29/2025,BOT +3 IRON CONDOR META 100 12/08/2025 100/105/90/85 CALL/PUT @3.31,3,-993.00,-7.80,-0.10,-27715.18
10/30/2025,BOT +7 IRON CONDOR TSLA 100 11/27/2025 100/105/90/85 CALL/PUT @4.30,7,-7207.06,-18.20,-0.10,-34940.54
10/30/2025,SELL -5 VERTICAL QQQ 100 12/01/2025 200/210 CALL @4.94,-5,1546.49,-6.50,-0.10,-33400.65
11/01/2025,BOT +13 SHORT PUT TSLA 100 11/17/2025 120 PUT @2.00,13,-6401.07,-8.45,-0.10,-39810.27
11/03/2025,SELL -3 SHORT PUT QQQ 100 11/17/2025 120 PUT @1.73,-3,519.00,-1.95,-0.10,-39293.32
11/05/2025,BOT +5 VERTICAL SPY 100 11/12/2025 200/210 CALL @1.78,5,-890.00,-6.50,-0.10,-40189.92
11/05/2025,BOT +20 VERTICAL GOOGL 100 11/13/2025 150/145 PUT @1.71,20,-8366.53,-26.00,-0.10,-48582.55
11/05/2025,SELL -2 VERTICAL GOOGL 100 11/15/2025 200/210 CALL @3.31,-2,549.26,-2.60,-0.10,-48035.99
11/06/2025,SELL -12 VERTICAL SPY 100 12/15/2025 200/210 CALL @2.67,-12,3204.00,-15.60,-0.10,-44847.69
11/08/2025,BOT +18 VERTICAL NVDA 100 12/18/2025 150/145 PUT @0.94,18,-4020.25,-23.40,-0.10,-48891.44
11/09/2025,SELL -2 COVERED CALL MSFT 100 12/22/2025 500 CALL @4.16,-2,832.00,-1.30,-0.10,-48060.84
11/09/2025,SELL -10 SHORT PUT QQQ 100 12/13/2025 120 PUT @0.52,-10,520.00,-6.50,-0.10,-47547.44
11/11/2025,SELL -5 VERTICAL GOOGL 100 12/20/2025 150/145 PUT @2.16,-5,1080.00,-6.50,-0.10,-46474.04
11/13/2025,SELL -15 VERTICAL AMZN 100 11/29/2025 200/210 CALL @4.98,-15,7470.00,-19.50,-0.10,-39023.64
11/15/2025,BOT +9 SHORT PUT AMZN 100 11/23/2025 120 PUT @2.65,9,-3231.34,-5.85,-0.10,-42260.93
11/17/2025,BOT +2 VERTICAL META 100 12/17/2025 150/145 PUT @4.81,2,-1202.48,-2.60,-0.10,-43466.11
11/17/2025,SELL -19 COVERED CALL NVDA 100 12/25/2025 500 CALL @3.78,-19,7182.00,-12.35,-0.10,-36296.56
11/19/2025,SELL -16 SHORT PUT META 100 12/03/2025 120 PUT @4.24,-16,7253.72,-10.40,-0.10,-29053.34
11/20/2025,SELL -4 VERTICAL TSLA 100 11/30/2025 150/145 PUT @0.64,-4,256.00,-5.20,-0.10,-28802.64
11/20/2025,SELL -13 VERTICAL GOOGL 100 12/05/2025 200/210 CALL @0.95,-13,1079.92,-16.90,-0.10,-27739.72
11/22/2025,BOT +8 COVERED CALL AAPL 100 12/01/2025 500 CALL @3.93,8,-1312.06,-5.20,-0.10,-29057.08
11/23/2025,SELL -18 VERTICAL NVDA 100 12/05/2025 200/210 CALL @1.43,-18,2574.00,-23.40,-0.10,-26506.58
11/24/2025,BOT +20 COVERED CALL AMZN 100 12/24/2025 500 CALL @1.78,20,-6836.92,-13.00,-0.10,-33356.60
11/25/2025,SELL -10 COVERED CALL META 100 12/17/2025 500 CALL @3.00,-10,3000.00,-6.50,-0.10,-30363.20
11/26/2025,SELL -6 VERTICAL GOOGL 100 12/06/2025 200/210 CALL @0.94,-6,564.00,-7.80,-0.10,-29807.10
11/28/2025,BOT +11 COVERED CALL META 100 01/07/2026 500 CALL @4.32,11,-4752.00,-7.15,-0.10,-34566.35
11/29/2025,SELL -18 SHORT PUT AMZN 100 12/07/2025 120 PUT @2.87,-18,5166.00,-11.70,-0.10,-29412.15
11/29/2025,SELL -18 COVERED CALL GOOGL 100 12/06/2025 500 CALL @2.79,-18,10714.90,-11.70,-0.10,-18709.05
12/01/2025,SELL -17 VERTICAL NVDA 100 12/28/2025 200/210 CALL @1.66,-17,6364.15,-22.10,-0.10,-12367.10
12/02/2025,SELL -18 SHORT PUT AAPL 100 01/03/2026 120 PUT @2.42,-18,9259.11,-11.70,-0.10,-3119.79
12/04/2025,SELL -15 VERTICAL NVDA 100 12/17/2025 150/145 PUT @2.26,-15,377.00,-19.50,-0.10,-2762.39
12/06/2025,BOT +3 COVERED CALL AAPL 100 01/04/2026 500 CALL @1.05,3,-315.00,-1.95,-0.10,-3079.44
12/07/2025,BOT +2 SHORT PUT AAPL 100 12/15/2025 120 PUT @1.64,2,-328.00,-1.30,-0.10,-3408.84
12/07/2025,SELL -3 IRON CONDOR TSLA 100 12/26/2025 100/105/90/85 CALL/PUT @3.74,-3,1122.00,-7.80,-0.10,-2294.74
12/07/2025,BOT +2 IRON CONDOR MSFT 100 01/07/2026 100/105/90/85 CALL/PUT @4.48,2,-688.26,-5.20,-0.10,-2988.30
12/09/2025,BOT +3 COVERED CALL SPY 100 01/01/2026 500 CALL @3.56,3,-1124.33,-1.95,-0.10,-4114.68
12/11/2025,SELL -12 VERTICAL SPY 100 01/08/2026 200/210 CALL @1.76,-12,2112.00,-15.60,-0.10,-2018.38
12/13/2025,SELL -12 IRON CONDOR MSFT 100 12/21/2025 100/105/90/85 CALL/PUT @1.08,-12,1296.00,-31.20,-0.10,-753.68
12/14/2025,BOT +18 IRON CONDOR GOOGL 100 01/05/2026 100/105/90/85 CALL/PUT @3.68,18,-6624.00,-46.80,-0.10,-7424.58
12/16/2025,SELL -10 VERTICAL GOOGL 100 12/28/2025 150/145 PUT @2.20,-10,2200.00,-13.00,-0.10,-5237.68
12/18/2025,SELL -17 VERTICAL NVDA 100 01/03/2026 150/145 PUT @1.61,-17,2737.00,-22.10,-0.10,-2522.88
12/19/2025,SELL -19 VERTICAL AAPL 100 01/18/2026 200/210 CALL @3.68,-19,6992.00,-24.70,-0.10,4444.32
12/20/2025,BOT +19 VERTICAL NVDA 100 01/23/2026 200/210 CALL @1.90,19,-1691.86,-24.70,-0.10,2727.66
12/21/2025,SELL -16 IRON CONDOR QQQ 100 01/28/2026 100/105/90/85 CALL/PUT @0.88,-16,1408.00,-41.60,-0.10,4093.96
12/22/2025,SELL -5 COVERED CALL AAPL 100 01/24/2026 500 CALL @3.18,-5,1590.00,-3.25,-0.10,5680.61
12/23/2025,BOT +19 VERTICAL TSLA 100 01/11/2026 150/145 PUT @4.80,19,-16184.65,-24.70,-0.10,-10528.84
12/23/2025,BOT +2 IRON CONDOR MSFT 100 01/14/2026 100/105/90/85 CALL/PUT @3.49,2,-1400.47,-5.20,-0.10,-11934.61
12/25/2025,SELL -7 VERTICAL TSLA 100 02/03/2026 200/210 CALL @3.61,-7,2527.00,-9.10,-0.10,-9416.81
12/27/2025,BOT +18 SHORT PUT META 100 01/10/2026 120 PUT @4.59,18,-8508.52,-11.70,-0.10,-17937.13
12/29/2025,BOT +7 COVERED CALL NVDA 100 02/09/2026 500 CALL @3.00,7,-1208.24,-4.55,-0.10,-19150.02
12/30/2025,BOT +16 IRON CONDOR SPY 100 01/21/2026 100/105/90/85 CALL/PUT @0.57,16,-912.00,-41.60,-0.10,-20103.72
12/31/2025,SELL -14 VERTICAL GOOGL 100 01/30/2026 200/210 CALL @4.71,-14,5664.87,-18.20,-0.10,-14457.15
01/02/2026,BOT +9 IRON CONDOR TSLA 100 01/24/2026 100/105/90/85 CALL/PUT @3.20,9,-2435.33,-23.40,-0.10,-16915.98
01/03/2026,SELL -13 SHORT PUT GOOGL 100 01/19/2026 120 PUT @2.90,-13,3770.00,-8.45,-0.10,-13154.53
01/04/2026,BOT +19 VERTICAL GOOGL 100 01/20/2026 150/145 PUT @2.11,19,-8608.15,-24.70,-0.10,-21787.48
01/06/2026,BOT +20 COVERED CALL TSLA 100 01/13/2026 500 CALL @3.38,20,-9125.83,-13.00,-0.10,-30926.41
01/08/2026,SELL -9 VERTICAL MSFT 100 01/23/2026 150/145 PUT @3.40,-9,3060.00,-11.70,-0.10,-27878.21
01/10/2026,BOT +6 IRON CONDOR META 100 02/11/2026 100/105/90/85 CALL/PUT @1.01,6,-236.87,-15.60,-0.10,-28130.78
01/10/2026,SELL -17 VERTICAL NVDA 100 02/03/2026 200/210 CALL @4.53,-17,7701.00,-22.10,-0.10,-20451.98
01/10/2026,SELL -10 COVERED CALL AAPL 100 02/05/2026 500 CALL @3.43,-10,3430.00,-6.50,-0.10,-17028.58
01/11/2026,BOT +14 SHORT PUT META 100 01/23/2026 120 PUT @0.58,14,-1704.89,-9.10,-0.10,-18742.67
01/13/2026,BOT +9 COVERED CALL TSLA 100 02/02/2026 500 CALL @1.43,9,-1460.88,-5.85,-0.10,-20209.50
01/15/2026,SELL -15 IRON CONDOR QQQ 100 02/21/2026 100/105/90/85 CALL/PUT @2.72,-15,4080.00,-39.00,-0.10,-16168.60
01/16/2026,BOT +12 VERTICAL GOOGL 100 02/25/2026 200/210 CALL @4.42,12,-5304.00,-15.60,-0.10,-21488.30
01/18/2026,SELL -7 VERTICAL NVDA 100 02/02/2026 200/210 CALL @3.24,-7,790.88,-9.10,-0.10,-20706.62
01/18/2026,SELL -11 SHORT PUT GOOGL 100 02/10/2026 120 PUT @3.81,-11,4191.00,-7.15,-0.10,-16522.87
01/20/2026,BOT +20 VERTICAL MSFT 100 02/20/2026 150/145 PUT @0.90,20,-1800.00,-26.00,-0.10,-18348.97
01/21/2026,SELL -1 COVERED CALL AAPL 100 01/29/2026 500 CALL @4.60,-1,625.01,-0.65,-0.10,-17724.71
01/21/2026,SELL -13 COVERED CALL AMZN 100 01/31/2026 500 CALL @1.88,-13,2444.00,-8.45,-0.10,-15289.26
01/21/2026,BOT +18 VERTICAL NVDA 100 02/22/2026 200/210 CALL @3.32,18,-5976.00,-23.40,-0.10,-21288.76
01/22/2026,BOT +6 COVERED CALL QQQ 100 02/17/2026 500 CALL @4.72,6,-1272.33,-3.90,-0.10,-22565.09
01/22/2026,BOT +20 VERTICAL SPY 100 02/18/2026 200/210 CALL @3.25,20,-4124.12,-26.00,-0.10,-26715.31
01/22/2026,BOT +9 COVERED CALL SPY 100 02/19/2026 500 CALL @1.16,9,-200.48,-5.85,-0.10,-26921.74
01/23/2026,BOT +9 COVERED CALL NVDA 100 03/06/2026 500 CALL @3.29,9,-5932.01,-5.85,-0.10,-32859.70
01/25/2026,BOT +5 IRON CONDOR GOOGL 100 03/04/2026 100/105/90/85 CALL/PUT @1.76,5,-1545.36,-13.00,-0.10,-34418.16
01/27/2026,SELL -10 SHORT PUT TSLA 100 02/27/2026 120 PUT @2.78,-10,2951.96,-6.50,-0.10,-31472.80
01/28/2026,BOT +5 SHORT PUT NVDA 100 02/26/2026 120 PUT @4.58,5,-3193.58,-3.25,-0.10,-34669.73
01/29/2026,SELL -10 IRON CONDOR MSFT 100 03/05/2026 100/105/90/85 CALL/PUT @2.49,-10,2490.00,-26.00,-0.10,-32205.83
01/30/2026,SELL -5 IRON CONDOR TSLA 100 03/13/2026 100/105/90/85 CALL/PUT @3.62,-5,1810.00,-13.00,-0.10,-30408.93
01/30/2026,BOT +2 VERTICAL MSFT 100 02/10/2026 150/145 PUT @1.61,2,-170.84,-2.60,-0.10,-30582.47
01/30/2026,SELL -18 COVERED CALL AMZN 100 02/11/2026 500 CALL @1.60,-18,2326.14,-11.70,-0.10,-28268.13
01/31/2026,SELL -11 IRON CONDOR MSFT 100 02/16/2026 100/105/90/85 CALL/PUT @1.97,-11,2167.00,-28.60,-0.10,-26129.83
02/02/2026,BOT +12 COVERED CALL GOOGL 100 03/16/2026 500 CALL @4.82,12,-5784.00,-7.80,-0.10,-31921.73
02/03/2026,SELL -2 VERTICAL SPY 100 03/08/2026 150/145 PUT @2.89,-2,578.00,-2.60,-0.10,-31346.43
02/04/2026,SELL -14 COVERED CALL AMZN 100 02/23/2026 500 CALL @1.81,-14,2534.00,-9.10,-0.10,-28821.63
02/04/2026,SELL -9 IRON CONDOR AMZN 100 02/25/2026 100/105/90/85 CALL/PUT @3.26,-9,2934.00,-23.40,-0.10,-25911.13
02/04/2026,BOT +15 SHORT PUT TSLA 100 03/17/2026 120 PUT @1.45,15,-2175.00,-9.75,-0.10,-28095.98
02/05/2026,SELL -5 IRON CONDOR TSLA 100 03/03/2026 100/105/90/85 CALL/PUT @2.17,-5,591.55,-13.00,-0.10,-27517.53
02/05/2026,SELL -5 VERTICAL SPY 100 02/21/2026 200/210 CALL @3.00,-5,1500.00,-6.50,-0.10,-26024.13
02/06/2026,BOT +6 COVERED CALL AMZN 100 03/12/2026 500 CALL @2.91,6,-2857.69,-3.90,-0.10,-28885.82
02/08/2026,SELL -2 SHORT PUT AMZN 100 03/11/2026 120 PUT @1.57,-2,331.67,-1.30,-0.10,-28555.55
02/09/2026,SELL -12 COVERED CALL MSFT 100 02/26/2026 500 CALL @1.49,-12,1788.00,-7.80,-0.10,-26775.45
